,DAY(date)_2,DAY(date)_3,DAY(date)_4,DAY(date)_5,DAY(date)_6,DAY(date)_7,DAY(date)_8,DAY(date)_9,DAY(date)_10,DAY(date)_11,DAY(date)_12,DAY(date)_13,DAY(date)_14,DAY(date)_15,DAY(date)_16,DAY(date)_17,DAY(date)_18,DAY(date)_19,DAY(date)_20,DAY(date)_21,DAY(date)_22,DAY(date)_23,DAY(date)_24,DAY(date)_25,DAY(date)_26,DAY(date)_27,DAY(date)_28,DAY(date)_29,DAY(date)_30,DAY(date)_31,MONTH(date)_2,MONTH(date)_3,MONTH(date)_4,MONTH(date)_5,MONTH(date)_6,MONTH(date)_7,MONTH(date)_8,MONTH(date)_9,MONTH(date)_10,MONTH(date)_11,MONTH(date)_12,WEEKDAY(date)_1,WEEKDAY(date)_2,WEEKDAY(date)_3,WEEKDAY(date)_4,WEEKDAY(date)_5,WEEKDAY(date)_6,YEAR(date)_1,YEAR(date)_2,YEAR(date)_3,HolidayCloseness_Distant,HolidayCloseness_Holiday,"sin(1,365)","cos(1,365)","sin(2,365)","cos(2,365)","sin(3,365)","cos(3,365)",0,1,2,3,4,5,6,num_sold
32152,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0.1712931441814776,0.9852201067560606,0.3375228995941133,0.9413173175128471,0.49377555015997726,0.869589389346611,114.0,115.0,102.0,109.0,113.0,95.0,86.0,86
32153,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0.18822670984324422,0.9821256058680006,0.36972454289067314,0.9291414114031743,0.5380051715382996,0.8429415373547828,115.0,102.0,109.0,113.0,95.0,86.0,86.0,84
32154,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0.2051044998686192,0.9787400799669153,0.401487989205973,0.9158642882672872,0.5808002734538008,0.8140460935082179,102.0,109.0,113.0,95.0,86.0,86.0,84.0,84
32155,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0.22192151300416552,0.9750645322571948,0.4327755925504312,0.901501684131884,0.6220467484408675,0.7829801036770629,109.0,113.0,95.0,86.0,86.0,84.0,84.0,95
32156,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0.2386727660059501,0.9711000518829505,0.4635502709028509,0.886070621534138,0.6616346182422783,0.7498264012045687,113.0,95.0,86.0,86.0,84.0,84.0,95.0,98
32157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.255353295116187,0.9668478136052775,0.4937755501599772,0.869589389346611,0.699458327051647,0.714673386042961,95.0,86.0,86.0,84.0,84.0,95.0,98.0,81
32158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0.2719581575341055,0.9623090774541486,0.5234156073655503,0.8520775211013093,0.7354170229639855,0.6776147890466889,86.0,86.0,84.0,84.0,95.0,98.0,81.0,80
32159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0.288482432880609,0.9574851883550393,0.5524353131676196,0.8335557718385699,0.7694148268839378,0.6387494220515272,86.0,84.0,84.0,95.0,98.0,81.0,80.0,81
32160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0.304921224656289,0.9523775757303975,0.5808002734538008,0.8140460935082179,0.8013610881746766,0.5981809144059164,84.0,84.0,95.0,98.0,81.0,80.0,81.0,80
32161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0.3212696616923644,0.9469877530760753,0.6084768701151261,0.7935716089521474,0.8311706263658079,0.5560174366570446,84.0,95.0,98.0,81.0,80.0,81.0,80.0,92
32162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0.3375228995941133,0.9413173175128471,0.6354323008901774,0.7721565844991642,0.858763958275803,0.5123714121284235,95.0,98.0,81.0,80.0,81.0,80.0,92.0,102
32163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0.35367612217637157,0.9353679493131483,0.6616346182422783,0.7498264012045687,0.8840675099433636,0.46735921715800227,98.0,81.0,80.0,81.0,80.0,92.0,102.0,110
32164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.36972454289067314,0.9291414114031743,0.687052767223667,0.7266075247685656,0.9070138128026359,0.4211008707960896,81.0,80.0,81.0,80.0,92.0,102.0,110.0,88
32165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0.3856634062436071,0.9226395488404876,0.7116566222817747,0.702527474169157,0.9275416835791966,0.37371971479046906,80.0,81.0,80.0,92.0,102.0,110.0,88.0,81
32166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0.401487989205973,0.9158642882672872,0.7354170229639855,0.6776147890466889,0.9455963874271425,0.32534208471198034,81.0,80.0,92.0,102.0,110.0,88.0,81.0,87
32167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0.4171936026123168,0.9088176373395029,0.7583058084785625,0.6518989958787126,0.9611297838723007,0.27609697309746883,80.0,92.0,102.0,110.0,88.0,81.0,87.0,85
32168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0.4327755925504312,0.901501684131884,0.7802958510707755,0.6254105729852463,0.9741004551724205,0.22611568550828828,92.0,102.0,110.0,88.0,81.0,87.0,85.0,79
32169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0.4482293417404106,0.893918596519257,0.8013610881746767,0.5981809144059164,0.9844738167520922,0.175531490421428,102.0,110.0,88.0,81.0,87.0,85.0,79.0,93
32170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0.4635502709028509,0.886070621534138,0.8214765533024142,0.5702422926917871,0.9922222094179323,0.12447926388678937,110.0,88.0,81.0,87.0,85.0,79.0,93.0,101
32171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.47873384011578846,0.8779600847008882,0.8406184056344782,0.5416278206559814,0.9973249731081555,0.07309512989807755,88.0,81.0,87.0,85.0,79.0,93.0,101.0,93
32172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0.4937755501599772,0.869589389346611,0.8587639582758029,0.5123714121284237,0.9997685019798909,0.021516097436222476,81.0,87.0,85.0,79.0,93.0,101.0,93.0,87
32173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0.5086709438521044,0.8609610158889943,0.8758917051442429,0.48250774176121847,0.9995462806873573,-0.030120304846908114,87.0,85.0,79.0,93.0,101.0,93.0,87.0,84
32174,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0.5234156073655503,0.8520775211013093,0.8919813464595485,0.45207220393230435,0.9966589017541702,-0.08167639533042241,85.0,79.0,93.0,101.0,93.0,87.0,84.0,81
32175,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0.5380051715382996,0.8429415373547828,0.9070138128026359,0.4211008707960896,0.9911140639934547,-0.13301470653419567,79.0,93.0,101.0,93.0,87.0,84.0,81.0,93
32176,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0.5524353131676196,0.8335557718385699,0.9209712877166346,0.38963044953078796,0.9829265519799822,-0.18399835165768005,93.0,101.0,93.0,87.0,84.0,81.0,93.0,108
32177,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0.5667017562911175,0.8239230057575543,0.9338372288229251,0.3576982388331257,0.9721181966290614,-0.23449138957040944,101.0,93.0,87.0,84.0,81.0,93.0,108.0,103
32178,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.5808002734538008,0.8140460935082179,0.9455963874271425,0.32534208471198034,0.9587178169872964,-0.2843591872810034,93.0,87.0,84.0,81.0,93.0,108.0,103.0,84
32179,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0.5947266869607633,0.8039279618328213,0.9562348265919056,0.2926003356333486,0.9427611433904208,-0.3334687789181866,87.0,84.0,81.0,93.0,108.0,103.0,84.0,88
32180,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0.6084768701151261,0.7935716089521474,0.9657399376548549,0.2595117970697999,0.9242907221930934,-0.3816892202666588,84.0,81.0,93.0,108.0,103.0,84.0,88.0,89
32181,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0.6220467484408675,0.7829801036770629,0.9741004551724205,0.22611568550828828,0.9033558023246845,-0.4288919379124835,81.0,93.0,108.0,103.0,84.0,88.0,89.0,90
32182,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0.6354323008901774,0.7721565844991642,0.9813064702716093,0.19245158197082998,0.8800122039735355,-0.47495107206705034,93.0,108.0,103.0,84.0,88.0,89.0,90.0,86
32183,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0.6486295610349815,0.7611042586607746,0.9873494423939864,0.15855938510313455,0.854322169749827,-0.5197438121555155,108.0,103.0,84.0,88.0,89.0,90.0,86.0,100
32184,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0.6616346182422783,0.7498264012045687,0.9922222094179323,0.12447926388678937,0.8263541987239096,-0.5631507242749186,103.0,84.0,88.0,89.0,90.0,86.0,100.0,102
32185,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.6744436188329455,0.7383263540031065,0.995918996147179,0.09025161003104117,0.7961828637826158,-0.6050560696488488,84.0,88.0,89.0,90.0,86.0,100.0,102.0,85
32186,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0.687052767223667,0.7266075247685656,0.9984354211555643,0.05591699010060326,0.7638886127905428,-0.6453481132295501,88.0,89.0,90.0,86.0,100.0,102.0,85.0,76
32187,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0.6994583270516471,0.7146733860429609,0.9997685019798909,0.021516097436222254,0.7295575540864875,-0.6839194216246106,89.0,90.0,86.0,100.0,102.0,85.0,76.0,80
32188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0.7116566222817747,0.702527474169157,0.9999166586547379,-0.012910296075009042,0.6932812268869777,-0.7206671495538609,90.0,86.0,100.0,102.0,85.0,76.0,80.0,81
32189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0.7236440382959124,0.6901733882429719,0.9988797155850336,-0.04732138832243185,0.6551563572090853,-0.7554933140726803,86.0,100.0,102.0,85.0,76.0,80.0,81.0,81
32190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0.7354170229639855,0.6776147890466889,0.9966589017541702,-0.08167639533042241,0.615284599963328,-0.7883050558305252,100.0,102.0,85.0,76.0,80.0,81.0,81.0,89
32191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0.7469720876965552,0.6648553979642865,0.9932568492674143,-0.11593459959550041,0.5737722679043249,-0.8190148866680798,102.0,85.0,76.0,80.0,81.0,81.0,89.0,95
32192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.7583058084785625,0.6518989958787126,0.9886775902323405,-0.1500553983446526,0.5307300481619334,-0.8475409228928311,85.0,76.0,80.0,81.0,81.0,89.0,95.0,82
32193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0.7694148268839378,0.6387494220515272,0.9829265519799822,-0.18399835165768005,0.4862727071086904,-0.8738071036110806,76.0,80.0,81.0,81.0,89.0,95.0,82.0,77
32194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0.7802958510707755,0.6254105729852463,0.9760105506323683,-0.21772323039653177,0.440518784350495,-0.8977433935342337,80.0,81.0,81.0,89.0,95.0,82.0,77.0,77
32195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0.7909456567567772,0.6118864012687244,0.9679377830240643,-0.2511900638848191,0.3935902766564671,-0.9192859697186103,81.0,81.0,89.0,95.0,82.0,77.0,77.0,76
32196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0.8013610881746767,0.5981809144059164,0.9587178169872964,-0.2843591872810036,0.34561231267073306,-0.9383773917408642,81.0,89.0,95.0,82.0,77.0,77.0,76.0,80
32197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0.811539059007361,0.5842981736283684,0.9483615800121716,-0.3171912885891059,0.2967128192734903,-0.9549667548552552,89.0,95.0,82.0,77.0,77.0,76.0,80.0,88
32198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0.8214765533024142,0.5702422926917871,0.9368813462954315,-0.3496474552512284,0.24702218048093594,-0.9690098257244061,95.0,82.0,77.0,77.0,76.0,80.0,88.0,95
32199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.831170626365808,0.5560174366570445,0.9242907221930933,-0.38168922026665897,0.19667288979357647,-0.980469160361632,82.0,77.0,77.0,76.0,80.0,88.0,95.0,82
32200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0.8406184056344782,0.5416278206559814,0.9106046300942163,-0.4132786077829042,0.14579919691987467,-0.9893142039703663,77.0,77.0,76.0,80.0,88.0,95.0,82.0,82
32201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0.8498170915275278,0.5270777086423722,0.895839290734909,-0.4443781781046132,0.09453674981719956,-0.9955213724144752,77.0,76.0,80.0,88.0,95.0,82.0,82.0,91
32202,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0.8587639582758029,0.5123714121284237,0.8800122039735357,-0.47495107206704995,0.043022233004531035,-0.99907411510223,76.0,80.0,88.0,95.0,82.0,82.0,91.0,74
32203,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0.8674563547295968,0.49751328890718066,0.8631421280499114,-0.5049610547215204,-0.008606996888688009,-0.9999629591162655,80.0,88.0,95.0,82.0,82.0,91.0,74.0,85
32204,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0.8758917051442429,0.48250774176121847,0.8452490573530633,-0.5343725582809787,-0.060213277365792774,-0.9981855344718586,88.0,95.0,82.0,82.0,91.0,74.0,85.0,103
32205,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0.8840675099433636,0.46735921715800227,0.8263541987239096,-0.5631507242749186,-0.11165900712169444,-0.9937465804361781,95.0,82.0,82.0,91.0,74.0,85.0,103.0,92
32206,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.8919813464595485,0.45207220393230435,0.8064799463209448,-0.5912614448635781,-0.16280701293851646,-0.9866579328916572,82.0,82.0,91.0,74.0,85.0,103.0,92.0,82
32207,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0.8996308696522433,0.43665123195606403,0.7856498550787145,-0.6186714032625031,-0.21352091543979546,-0.9769384927771818,82.0,91.0,74.0,85.0,103.0,92.0,82.0,75
32208,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0.9070138128026359,0.4211008707960896,0.7638886127905428,-0.6453481132295501,-0.2636654927280068,-0.9646141756912436,91.0,74.0,85.0,103.0,92.0,82.0,75.0,86
